"acc","locus_tag","gene_name","length_nt","start","end","type","annotation"
"NP_010926.3","YER010C",NA,705,172634,173338,"protein_coding","bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase"
"NP_010927.1","YER011W","TIR1",765,175248,176012,"protein_coding","GPI-anchored mannoprotein"
"NP_010928.1","YER012W","PRE1",597,177835,178431,"protein_coding","proteasome core particle subunit beta 4"
"NP_010929.3","YER013W","PRP22",3438,178841,182278,"protein_coding","DEAH-box ATP-dependent RNA helicase PRP22"
"NP_010930.1","YER014W","HEM14",1620,182600,184219,"protein_coding","oxygen-dependent protoporphyrinogen oxidase"
"NP_010931.3","YER015W","FAA2",2235,184541,186775,"protein_coding","medium-chain fatty acid-CoA ligase FAA2"
"NP_010932.1","YER016W","BIM1",1035,188277,189311,"protein_coding","microtubule-binding protein BIM1"
"NP_010933.1","YER017C","AFG3",2286,189503,191788,"protein_coding","AAA family ATPase AFG3"
"NP_010934.3","YER018C","SPC25",666,191959,192624,"protein_coding","kinetochore-associated Ndc80 complex subunit SPC25"
"NP_010935.1","YER019W","ISC1",1434,192797,194230,"protein_coding","inositol phosphosphingolipid phospholipase"
"NP_010936.1","YER019C-A","SBH2",267,194273,194539,"protein_coding","Arf family guanine nucleotide exchange factor SBH2"
"NP_010937.3","YER020W","GPA2",1350,195168,196517,"protein_coding","guanine nucleotide-binding protein subunit alpha"
"NP_010938.1","YER021W","RPN3",1572,196948,198519,"protein_coding","proteasome regulatory particle lid subunit RPN3"
"NP_010939.1","YER022W","SRB4",2064,198812,200875,"protein_coding","Srb4p"
"NP_010940.3","YER023W","PRO3",861,201076,201936,"protein_coding","pyrroline-5-carboxylate reductase"
"NP_010941.1","YER024W","YAT2",2772,202192,204963,"protein_coding","carnitine O-acetyltransferase YAT2"
"NP_010942.1","YER025W","GCD11",1584,205251,206834,"protein_coding","translation initiation factor eIF2 subunit gamma"
"NP_010943.3","YER026C","CHO1",831,207644,208474,"protein_coding","CDP-diacylglycerol-serine O-phosphatidyltransferase"
"NP_010944.1","YER027C","GAL83",1254,208979,210232,"protein_coding","Gal83p"
"NP_010945.1","YER028C","MIG3",1185,210692,211876,"protein_coding","Mig3p"
"NP_010946.3","YER029C","SMB1",591,212587,213177,"protein_coding","mRNA splicing protein SMB1"
"NP_010947.2","YER030W","CHZ1",462,213437,213898,"protein_coding","Chz1p"
"NP_010948.1","YER031C","YPT31",672,214076,214747,"protein_coding","Rab family GTPase YPT31"
"NP_010949.4","YER032W","FIR1",2631,215063,217693,"protein_coding","Fir1p"
"NP_010950.1","YER033C","ZRG8",3231,218057,221287,"protein_coding","Zrg8p"
"NP_010951.1","YER034W",NA,558,221846,222403,"protein_coding","hypothetical protein"
"NP_010952.3","YER035W","EDC2",438,222639,223076,"protein_coding","Edc2p"
"NP_010953.1","YER036C","ARB1",1833,223367,225199,"protein_coding","ATP-binding cassette family ATPase ARB1"
"NP_010954.1","YER037W","PHM8",966,225889,226854,"protein_coding","bifunctional nucleotidase/lysophosphatidic acid phosphatase"
"NP_010955.3","YER038C","KRE29",1395,226858,228252,"protein_coding","Smc5-Smc6 complex subunit KRE29"
"NP_001288277.1","YER038W-A","FMP49",381,228451,228831,"protein_coding","Fmp49p"
"NP_010956.1","YER039C","HVG1",750,228456,229205,"protein_coding","putative GDP-mannose transporter"
"NP_010957.1","YER039C-A",NA,219,229263,229481,"protein_coding","hypothetical protein"
"NP_010958.3","YER040W","GLN3",2193,229795,231987,"protein_coding","nitrogen-responsive transcriptional regulator GLN3"
"NP_010959.2","YER041W","YEN1",2280,232461,234740,"protein_coding","crossover junction endodeoxyribonuclease"
"NP_010960.1","YER042W","MXR1",555,234937,235491,"protein_coding","peptide-methionine-S-sulfoxide reductase"
"NP_010961.3","YER043C","SAH1",1350,235770,237119,"protein_coding","adenosylhomocysteinase"
"NP_010962.1","YER044C","ERG28",447,237570,238016,"protein_coding","Erg28p"
"NP_010964.3","YER045C","ACA1",1470,240032,241501,"protein_coding","Aca1p"
"NP_010965.1","YER046W","SPO73",432,243180,243611,"protein_coding","Spo73p"
"NP_010966.1","YER047C","SAP1",2694,243810,246503,"protein_coding","putative AAA family ATPase SAP1"
"NP_010967.3","YER048C","CAJ1",1176,246982,248157,"protein_coding","Caj1p"
"NP_010968.1","YER048W-A","ISD11",285,250718,251002,"protein_coding","Isd11p"
"NP_010969.1","YER049W","TPA1",1935,251728,253662,"protein_coding","oxidative DNA demethylase"
"NP_010970.4","YER050C","RSM18",417,253971,254387,"protein_coding","mitochondrial 37S ribosomal protein RSM18"
"NP_010971.1","YER051W","JHD1",1479,254656,256134,"protein_coding","[Histone H3]-lysine-36 demethylase"
"NP_010972.1","YER052C","HOM3",1584,256375,257958,"protein_coding","aspartate kinase"
"NP_010973.3","YER053C","PIC2",903,258737,259639,"protein_coding","Cu/Pi carrier"
"NP_061492.1","YER053C-A",NA,114,260933,261046,"protein_coding","hypothetical protein"
"NP_010974.1","YER054C","GIP2",1647,262052,263698,"protein_coding","Gip2p"
"NP_010975.3","YER055C","HIS1",894,264892,265785,"protein_coding","ATP phosphoribosyltransferase"
"NP_010976.1","YER056C","FCY2",1602,266512,268113,"protein_coding","purine-cytosine permease"
"NP_010978.3","YER057C","HMF1",390,270737,271126,"protein_coding","putative isoleucine biosynthesis protein HMF1"
"NP_010979.1","YER058W","PET117",324,271768,272091,"protein_coding","Pet117p"
"NP_010980.1","YER059W","PCL6",1263,272624,273886,"protein_coding","Pcl6p"
"NP_010981.3","YER060W","FCY21",1587,274567,276153,"protein_coding","purine-cytosine permease"
"NP_010982.1","YER060W-A","FCY22",1593,276572,278164,"protein_coding","purine-cytosine permease"
"NP_010983.2","YER061C","CEM1",1329,278298,279626,"protein_coding","fatty acid synthase CEM1"
"NP_010984.3","YER062C","GPP2",753,279930,280682,"protein_coding","glycerol-1-phosphatase HOR2"
"NP_010985.1","YER063W","THO1",657,281710,282366,"protein_coding","Tho1p"
"NP_010986.1","YER064C","VHR2",1518,282705,284222,"protein_coding","Vhr2p"
"NP_010987.3","YER065C","ICL1",1674,285241,286914,"protein_coding","isocitrate lyase 1"
"NP_010988.1","YER066W","RRT13",558,290242,290799,"protein_coding","Rrt13p"
"NP_010990.1","YER067W","RGI1",486,292066,292551,"protein_coding","Rgi1p"
"NP_010991.3","YER068W","MOT2",1764,293050,294813,"protein_coding","CCR4-NOT core ubiquitin-protein ligase subunit MOT2"
"NP_010992.1","YER069W","ARG5,6",2592,295410,298001,"protein_coding","bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase"
"NP_010993.1","YER070W","RNR1",2667,298950,301616,"protein_coding","ribonucleotide-diphosphate reductase subunit RNR1"
"NP_010994.3","YER071C","TDA2",381,301947,302327,"protein_coding","Tda2p"
"NP_010995.1","YER072W","VTC1",390,302806,303195,"protein_coding","Vtc1p"
"NP_010996.2","YER073W","ALD5",1563,304030,305592,"protein_coding","aldehyde dehydrogenase (NAD(P)(+)) ALD5"
"NP_010998.2","YER075C","PTP3",2787,308413,311199,"protein_coding","tyrosine protein phosphatase PTP3"
"NP_010999.3","YER076C",NA,909,312590,313498,"protein_coding","hypothetical protein"
"NP_011000.1","YER077C","MRX1",2067,314534,316600,"protein_coding","Mrx1p"
"NP_011001.1","YER078C","ICP55",1536,316807,318342,"protein_coding","aminopeptidase"
"NP_878068.3","YER078W-A",NA,165,318646,318810,"protein_coding","hypothetical protein"
"NP_011002.1","YER079W",NA,633,318920,319552,"protein_coding","hypothetical protein"
"NP_011003.1","YER080W","AIM9",1884,319963,321846,"protein_coding","Aim9p"
"NP_011004.3","YER081W","SER3",1410,322686,324095,"protein_coding","phosphoglycerate dehydrogenase SER3"
"NP_011005.1","YER082C","UTP7",1665,324272,325936,"protein_coding","Utp7p"
"NP_011006.2","YER083C","GET2",858,326174,327031,"protein_coding","GET complex subunit GET2"
"NP_001257673.1","YER084W",NA,387,327065,327451,"protein_coding","hypothetical protein"
"NP_011008.3","YER085C",NA,522,327619,328140,"protein_coding","hypothetical protein"
"NP_011009.1","YER086W","ILV1",1731,328477,330207,"protein_coding","threonine ammonia-lyase ILV1"
"NP_011010.1","YER087W","AIM10",1731,330576,332306,"protein_coding","putative proline--tRNA ligase AIM10"
"NP_011011.3","YER087C-B","SBH1",249,332582,332830,"protein_coding","Arf family guanine nucleotide exchange factor SBH1"
"NP_011012.3","YER088C","DOT6",2013,333176,335188,"protein_coding","Dot6p"
"NP_011013.1","YER089C","PTC2",1395,335946,337340,"protein_coding","type 2C protein phosphatase PTC2"
"NP_011014.1","YER090W","TRP2",1524,337949,339472,"protein_coding","anthranilate synthase TRP2"
"NP_011015.3","YER091C","MET6",2304,339864,342167,"protein_coding","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"
"NP_011017.3","YER092W","IES5",378,342855,343232,"protein_coding","Ies5p"
"NP_011018.1","YER093C","TSC11",4293,343320,347612,"protein_coding","TORC2 complex subunit TSC11"
"NP_011020.3","YER094C","PUP3",618,348729,349346,"protein_coding","proteasome core particle subunit beta 3"
"NP_011021.3","YER095W","RAD51",1203,349980,351182,"protein_coding","recombinase RAD51"
"NP_011022.1","YER096W","SHC1",1539,351698,353236,"protein_coding","Shc1p"
"NP_011024.1","YER098W","UBP9",2265,355466,357730,"protein_coding","putative ubiquitin-specific protease UBP9"
"NP_011025.3","YER099C","PRS2",957,358105,359061,"protein_coding","ribose phosphate diphosphokinase subunit PRS2"
"NP_011026.3","YER100W","UBC6",753,359562,360314,"protein_coding","E2 ubiquitin-conjugating protein UBC6"
"NP_011027.1","YER101C","AST2",1293,360502,361794,"protein_coding","Ast2p"
"NP_011028.1","YER102W","RPS8B",603,363100,363702,"protein_coding","ribosomal 40S subunit protein S8B"
"NP_011029.3","YER103W","SSA4",1929,364589,366517,"protein_coding","Hsp70 family chaperone SSA4"
"NP_011030.3","YER104W","RTT105",627,366802,367428,"protein_coding","Rtt105p"
"NP_011031.1","YER105C","NUP157",4176,367838,372013,"protein_coding","Nup157p"
"NP_011032.1","YER106W","MAM1",909,372326,373234,"protein_coding","Mam1p"
"NP_011033.3","YER107C","GLE2",1098,373448,374545,"protein_coding","RNA export factor GLE2"
"NP_011035.1","YER110C","KAP123",3342,378762,382103,"protein_coding","Kap123p"
"NP_011036.1","YER111C","SWI4",3282,382595,385876,"protein_coding","SBF complex DNA-binding subunit SWI4"
"NP_011037.3","YER112W","LSM4",564,387232,387795,"protein_coding","U6 snRNA complex subunit LSM4"
"NP_011038.3","YER113C","TMN3",2121,387932,390052,"protein_coding","Tmn3p"
"NP_011039.1","YER114C","BOI2",3123,390590,393712,"protein_coding","Boi2p"
"NP_011040.1","YER115C","SPR6",576,394292,394867,"protein_coding","Spr6p"
"NP_011041.3","YER116C","SLX8",825,395348,396172,"protein_coding","SUMO-targeted ubiquitin ligase complex subunit SLX8"
"NP_011043.1","YER118C","SHO1",1104,397952,399055,"protein_coding","osmosensor SHO1"
"NP_011044.1","YER119C","AVT6",1347,399496,400842,"protein_coding","aspartate/glutamate transporter"
"NP_011046.3","YER120W","SCS2",735,401135,401869,"protein_coding","phosphatidylinositol-binding protein SCS2"
"NP_011047.3","YER121W",NA,345,402375,402719,"protein_coding","hypothetical protein"
"NP_011048.1","YER122C","GLO3",1482,402871,404352,"protein_coding","ADP-ribosylation factor GTPase-activating protein"
"NP_011049.2","YER123W","YCK3",1575,404813,406387,"protein_coding","casein kinase YCK3"
"NP_011050.3","YER124C","DSE1",1722,407342,409063,"protein_coding","Dse1p"
"NP_011051.3","YER125W","RSP5",2430,410189,412618,"protein_coding","NEDD4 family E3 ubiquitin-protein ligase"
"NP_011052.1","YER126C","NSA2",786,413394,414179,"protein_coding","rRNA-processing protein NSA2"
"NP_011053.1","YER127W","LCP5",1074,414481,415554,"protein_coding","Lcp5p"
"NP_011054.3","YER128W","VFA1",612,415859,416470,"protein_coding","Vfa1p"
"NP_011055.3","YER129W","SAK1",3429,417281,420709,"protein_coding","serine/threonine protein kinase SAK1"
"NP_011056.1","YER130C","COM2",1332,421115,422446,"protein_coding","Com2p"
"NP_011057.1","YER131W","RPS26B",360,423952,424311,"protein_coding","ribosomal 40S subunit protein S26B"
"NP_011058.3","YER132C","PMD1",5262,425188,430449,"protein_coding","Pmd1p"
"NP_011060.1","YER134C",NA,537,437267,437803,"protein_coding","Mg-dependent acid phosphatase"
"NP_001335768.1","YER135C",NA,393,437952,438344,"protein_coding","hypothetical protein"
"NP_011062.1","YER136W","GDI1",1356,439616,440971,"protein_coding","Gdi1p"
"NP_011063.3","YER137C",NA,447,441373,441819,"protein_coding","hypothetical protein"
"NP_058155.1","YER137C-A",NA,1323,447702,449024,"protein_coding","gag protein"
"NP_011065.1","YER138W-A",NA,105,449474,449578,"protein_coding","hypothetical protein"
"NP_011066.3","YER139C","RTR1",681,450563,451243,"protein_coding","RNA polymerase II subunit B1 CTD phosphatase RTR1"
"NP_011067.3","YER140W","EMP65",1671,451565,453235,"protein_coding","Emp65p"
"NP_011068.1","YER141W","COX15",1461,453459,454919,"protein_coding","Cox15p"
"NP_011069.1","YER142C","MAG1",891,455146,456036,"protein_coding","Mag1p"
"NP_011070.3","YER143W","DDI1",1287,456319,457605,"protein_coding","Ddi1p"
"NP_011071.3","YER144C","UBP5",2418,457806,460223,"protein_coding","putative ubiquitin-specific protease UBP5"
"NP_011072.1","YER145C","FTR1",1215,460526,461740,"protein_coding","high-affinity iron permease FTR1"
"NP_001335769.1","YER145C-A",NA,438,462386,462823,"protein_coding","hypothetical protein"
"NP_011073.1","YER146W","LSM5",282,462585,462866,"protein_coding","RNA-binding protein LSM5"
"NP_011074.3","YER147C","SCC4",1875,462968,464842,"protein_coding","cohesin-loading factor complex subunit SCC4"
"NP_011075.3","YER148W","SPT15",723,465303,466025,"protein_coding","TATA-binding protein"
"NP_011076.1","YER149C","PEA2",1263,466208,467470,"protein_coding","Pea2p"
"NP_011077.1","YER150W","SPI1",447,468370,468816,"protein_coding","Spi1p"
"NP_011078.3","YER151C","UBP3",2739,469686,472424,"protein_coding","mRNA-binding ubiquitin-specific protease UBP3"
"NP_011079.3","YER152C",NA,1332,472657,473988,"protein_coding","2-aminoadipate transaminase"
"NP_011080.1","YER153C","PET122",765,474041,474805,"protein_coding","Pet122p"
"NP_011081.1","YER154W","OXA1",1209,475020,476228,"protein_coding","membrane insertase OXA1"
"NP_011082.3","YER155C","BEM2",6504,476345,482848,"protein_coding","Bem2p"
"NP_011083.3","YER156C",NA,1017,483325,484341,"protein_coding","hypothetical protein"
"NP_011084.1","YER157W","COG3",2406,484788,487193,"protein_coding","Golgi transport complex subunit COG3"
"NP_011085.1","YER158C",NA,1722,488857,490578,"protein_coding","hypothetical protein"
"NP_011086.3","YER159C","BUR6",429,491530,491958,"protein_coding","negative cofactor 2 transcription regulator complex subunit BUR6"
"NP_058156.1","YER159C-A",NA,1323,496802,498124,"protein_coding","gag protein"
"NP_011088.1","YER161C","SPT2",1002,499347,500348,"protein_coding","Spt2p"
"NP_011089.4","YER162C","RAD4",2265,500630,502894,"protein_coding","Rad4p"
"NP_011090.3","YER163C","GCG1",699,503084,503782,"protein_coding","gamma-glutamylcyclotransferase"
"NP_011091.1","YER164W","CHD1",4407,505392,509798,"protein_coding","chromatin-remodeling ATPase CHD1"
"NP_011092.1","YER165W","PAB1",1734,510373,512106,"protein_coding","polyadenylate-binding protein"
"NP_011093.3","YER166W","DNF1",4716,512744,517459,"protein_coding","aminophospholipid-translocating P4-type ATPase DNF1"
"NP_011094.3","YER167W","BCK2",2556,518216,520771,"protein_coding","Bck2p"
"NP_011095.1","YER168C","CCA1",1641,521029,522669,"protein_coding","tRNA adenylyltransferase"
"NP_011096.1","YER169W","RPH1",2391,523369,525759,"protein_coding","Rph1p"
"NP_011097.3","YER170W","ADK2",678,525974,526651,"protein_coding","adenylate kinase ADK2"
"NP_011098.3","YER171W","RAD3",2337,527082,529418,"protein_coding","TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3"
"NP_011099.1","YER172C","BRR2",6492,529530,536021,"protein_coding","ATP-dependent RNA helicase BRR2"
"NP_011100.1","YER173W","RAD24",1980,536300,538279,"protein_coding","Rad24p"
"NP_011101.3","YER174C","GRX4",735,538434,539168,"protein_coding","monothiol glutaredoxin GRX4"
"NP_011102.3","YER175C","TMT1",900,539464,540363,"protein_coding","Tmt1p"
"NP_878069.1","YER175W-A",NA,165,540650,540814,"protein_coding","hypothetical protein"
"NP_011103.1","YER176W","ECM32",3366,541690,545055,"protein_coding","Ecm32p"
"NP_011104.3","YER177W","BMH1",804,545611,546414,"protein_coding","14-3-3 family protein BMH1"
"NP_011105.4","YER178W","PDA1",1263,546817,548079,"protein_coding","pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha"
"NP_011107.1","YER180C","ISC10",804,549724,550527,"protein_coding","Isc10p"
"NP_796378.3","YER180C-A","SLO1",258,550865,551122,"protein_coding","Slo1p"
"NP_001335770.1","YER181C",NA,324,551473,551796,"protein_coding","hypothetical protein"
"NP_011109.3","YER182W","FMP10",735,552525,553259,"protein_coding","Fmp10p"
"NP_011110.1","YER183C","FAU1",636,553334,553969,"protein_coding","5-formyltetrahydrofolate cyclo-ligase"
"NP_011111.1","YER184C","TOG1",2385,556296,558680,"protein_coding","Tog1p"
"NP_011112.3","YER185W","PUG1",912,559454,560365,"protein_coding","Pug1p"
"NP_011113.3","YER186C",NA,921,561705,562625,"protein_coding","hypothetical protein"
"NP_011114.1","YER187W",NA,426,566230,566655,"protein_coding","hypothetical protein"
"NP_001335771.1","YER188W",NA,720,568040,568759,"protein_coding","hypothetical protein"
"NP_878070.1","YER188C-A",NA,300,569608,569907,"protein_coding","hypothetical protein"
"NP_011116.3","YER189W",NA,369,571155,571523,"protein_coding","hypothetical protein"
"NP_011117.3","YER190W","YRF1-2",5046,571480,576525,"protein_coding","Y' element ATP-dependent helicase protein 1 copy 2"
"NP_001073292.1","YER190C-B",NA,483,575680,576162,"protein_coding","hypothetical protein"
"NP_116587.1","YFL068W",NA,483,53,535,"protein_coding","hypothetical protein"
"NP_116588.1","YFL067W",NA,528,836,1363,"protein_coding","hypothetical protein"
"NP_116589.1","YFL066C",NA,1179,1437,2615,"protein_coding","Y' element ATP-dependent helicase"
"NP_116590.1","YFL065C",NA,309,3030,3338,"protein_coding","hypothetical protein"
"NP_116591.1","YFL064C",NA,525,3322,3846,"protein_coding","hypothetical protein"
"NP_116593.1","YFL062W","COS4",1140,6426,7565,"protein_coding","Cos4p"
"NP_116594.1","YFL061W","DDI2",678,9545,10222,"protein_coding","cyanamide hydratase"
"NP_116595.1","YFL060C","SNO3",669,10301,10969,"protein_coding","putative pyridoxal 5'-phosphate synthase"
"NP_116596.1","YFL059W","SNZ3",897,11363,12259,"protein_coding","pyridoxine biosynthesis protein SNZ3"
"NP_116597.1","YFL058W","THI5",1023,12929,13951,"protein_coding","4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase"
"NP_116600.1","YFL055W","AGP3",1677,17004,18680,"protein_coding","Agp3p"
"NP_116601.1","YFL054C","AQY3",1941,20847,22787,"protein_coding","Aqy3p"
"NP_116602.1","YFL053W","DAK2",1776,23423,25198,"protein_coding","dihydroxyacetone kinase"
"NP_116603.1","YFL052W","ZNF1",1398,28232,29629,"protein_coding","DNA-binding domain containing protein"
