acc,locus_tag,old_locus_tag,length_nt,start,end,type,annotation
WP_010902807.1,VNG_RS04380,VNG1123G,429,855154,855582,protein_coding,AsnC family transcriptiol regulator
WP_010902808.1,VNG_RS04385,VNG1125G,939,855719,856657,protein_coding,2-ketoglutarate ferredoxin oxidoreductase subunit beta
WP_012289282.1,VNG_RS04390,VNG1128G,1887,856660,858546,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
WP_010902810.1,VNG_RS04395,VNG1130H,225,858687,858911,protein_coding,hypothetical protein
WP_010902811.1,VNG_RS04400,VNG1131G,1032,858908,859939,protein_coding,iron-sulfur cluster carrier protein ApbC
WP_010902812.1,VNG_RS04410,VNG1132G,516,860275,860790,protein_coding,30S ribosomal protein S13
WP_010902813.1,VNG_RS04415,VNG1133G,513,860790,861302,protein_coding,30S ribosomal protein S4
WP_010902814.1,VNG_RS04420,VNG1134G,384,861309,861692,protein_coding,30S ribosomal protein S11
WP_010902815.1,VNG_RS04425,VNG1136G,747,861696,862442,protein_coding,D-directed R polymerase subunit D
WP_010902816.1,VNG_RS04435,VNG1137G,354,862694,863047,protein_coding,50S ribosomal protein L18e
WP_010902817.1,VNG_RS04440,VNG1138G,438,863044,863481,protein_coding,50S ribosomal protein L13
WP_010902818.1,VNG_RS04445,VNG1139G,399,863475,863873,protein_coding,30S ribosomal protein S9
WP_010902819.1,VNG_RS04450,VNG1140G,201,863886,864086,protein_coding,D-directed R polymerase subunit N
WP_010902820.1,VNG_RS04455,VNG1141G,183,864089,864271,protein_coding,D-directed R polymerase subunit K
WP_010902821.1,VNG_RS04460,VNG1142G,1197,864273,865469,protein_coding,enolase
WP_010902822.1,VNG_RS04465,VNG1143G,750,865466,866215,protein_coding,30S ribosomal protein S2
WP_010902823.1,VNG_RS04470,VNG1144H,843,866282,867124,protein_coding,VOC family protein
WP_010902824.1,VNG_RS04475,VNG1145G,993,867210,868202,protein_coding,mevalote kise
WP_010902825.1,VNG_RS04480,VNG1148G,738,868199,868936,protein_coding,hypothetical protein
WP_010902826.1,VNG_RS04485,VNG1149C,1347,869155,870501,protein_coding,ribonuclease J
WP_010902827.1,VNG_RS04490,VNG1150G,1044,870501,871544,protein_coding,polyprenyl synthetase family protein
WP_010902828.1,VNG_RS04495,VNG1151H,222,871623,871844,protein_coding,hypothetical protein
WP_010902829.1,VNG_RS04500,VNG1153G,1761,871960,873720,protein_coding,glutamate--tR ligase
WP_010902830.1,VNG_RS04505,VNG1154H,474,873734,874207,protein_coding,DUF456 domain-containing protein
WP_012289283.1,VNG_RS04510,VNG1156G,2232,874233,876464,protein_coding,tR(Met) cytidine acetyltransferase
WP_010902832.1,VNG_RS04515,VNG1157G,363,876667,877029,protein_coding,50S ribosomal protein L7ae
WP_010902833.1,VNG_RS04520,VNG1158G,225,877036,877260,protein_coding,30S ribosomal protein S28e
WP_010902834.1,VNG_RS04525,VNG1159G,189,877260,877448,protein_coding,50S ribosomal protein L24e
WP_010902835.1,VNG_RS04530,VNG1160G,486,877445,877930,protein_coding,nucleoside-diphosphate kise
WP_010902836.1,VNG_RS04535,VNG1162H,948,877978,878925,protein_coding,hypothetical protein
WP_010902837.1,VNG_RS04540,VNG1163G,576,878982,879557,protein_coding,methyltransferase domain-containing protein
WP_010902838.1,VNG_RS04545,VNG1164C,903,879550,880452,protein_coding,mechanosensitive ion channel family protein
WP_010902839.1,VNG_RS04550,VNG1165G,849,880623,881471,protein_coding,dimethyladenosine transferase
WP_010902840.1,VNG_RS04555,VNG1168C,594,881509,882102,protein_coding,DUF655 domain-containing protein
WP_010902841.1,VNG_RS04560,VNG1169C,360,882144,882503,protein_coding,D-directed R polymerase subunit F
WP_010902842.1,VNG_RS04565,VNG1170G,300,882503,882802,protein_coding,50S ribosomal protein L21e
WP_010902843.1,VNG_RS04570,VNG1172G,1182,883195,884376,protein_coding,cystathionine gamma-synthase
WP_012289285.1,VNG_RS04575,VNG1173G,267,884446,884712,protein_coding,elongation factor 1-beta
WP_010902845.1,VNG_RS04580,VNG1173a,174,884715,884888,protein_coding,R-binding protein
WP_010902846.1,VNG_RS04585,VNG1175G,1956,884967,886922,protein_coding,ATPase
WP_010902847.1,VNG_RS04590,VNG1174G,834,886911,887744,protein_coding,nucleolar
WP_010902848.1,VNG_RS04595,VNG1176G,633,887741,888373,protein_coding,fibrillarin-like rR methylase
WP_010902849.1,VNG_RS04600,VNG1178H,231,888387,888617,protein_coding,hypothetical protein
WP_012289287.1,VNG_RS04605,VNG1179C,591,888617,889207,protein_coding,TRASH domain-containing protein
WP_010902851.1,VNG_RS04610,VNG1180G,534,889326,889859,protein_coding,peptide-methionine (S)-S-oxide reductase
WP_010902852.1,VNG_RS04615,VNG1181G,624,889903,890526,protein_coding,flagellin
WP_010902853.1,VNG_RS04620,VNG1182H,489,890603,891091,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
WP_010902854.1,VNG_RS04625,VNG1184G,1206,891125,892330,protein_coding,radical SAM/SPASM domain-containing protein
WP_010902855.1,VNG_RS04630,VNG1183H,252,892327,892578,protein_coding,rSAM-partnered protein
WP_010902856.1,VNG_RS04635,VNG1185G,1071,892721,893791,protein_coding,radical SAM protein
WP_010902857.1,VNG_RS04640,VNG1187G,1140,893923,895062,protein_coding,multicopper oxidase family protein
WP_010902858.1,VNG_RS04645,VNG1188G,618,895069,895686,protein_coding,halocyanin domain-containing protein
WP_010902859.1,VNG_RS04650,VNG1189H,399,895707,896105,protein_coding,hypothetical protein
WP_010902860.1,VNG_RS04655,VNG1190G,603,896255,896857,protein_coding,superoxide dismutase
WP_010902861.1,VNG_RS04660,VNG1191G,1146,896996,898141,protein_coding,acyl-CoA dehydrogese
WP_010902862.1,VNG_RS04665,VNG1193C,1245,898154,899398,protein_coding,HAMP domain-containing protein
WP_010902863.1,VNG_RS04670,VNG1194H,210,899522,899731,protein_coding,hypothetical protein
WP_012289290.1,VNG_RS04675,,354,899768,900121,protein_coding,hypothetical protein
WP_010902865.1,VNG_RS04680,VNG1197G,465,900160,900624,protein_coding,peroxiredoxin
WP_010902866.1,VNG_RS04685,VNG1198C,1377,900703,902079,protein_coding,D(P)/FAD-dependent oxidoreductase
WP_010902867.1,VNG_RS04690,VNG1200H,207,902216,902422,protein_coding,hypothetical protein
WP_010902868.1,VNG_RS04695,VNG1201G,636,902438,903073,protein_coding,class II aldolase family protein
WP_010902869.1,VNG_RS04700,VNG1202C,699,903076,903774,protein_coding,HAD family hydrolase
WP_010902870.1,VNG_RS04705,VNG1204G,1251,903818,905068,protein_coding,glutamate dehydrogese
WP_010902871.1,VNG_RS04710,VNG1205C,1296,905173,906468,protein_coding,ethylammeline chlorohydrolase
WP_049928289.1,VNG_RS04715,,423,906534,906956,protein_coding,hypothetical protein
WP_010902872.1,VNG_RS04720,VNG1207C,633,907027,907659,protein_coding,helix-turn-helix domain-containing protein
WP_010902873.1,VNG_RS04725,VNG1208G,1767,907743,909509,protein_coding,urocate hydratase
WP_010902874.1,VNG_RS04730,VNG1209G,921,909509,910429,protein_coding,formimidoylglutamase
WP_010902875.1,VNG_RS04735,VNG1211G,1254,910426,911679,protein_coding,imidazolonepropiose
WP_012289292.1,VNG_RS04740,VNG1212G,1578,911676,913253,protein_coding,histidine ammonia-lyase
WP_012289293.1,VNG_RS04745,VNG1213C,753,913569,914321,protein_coding,exonuclease
WP_081422750.1,VNG_RS13320,,537,914358,914894,protein_coding,hypothetical protein
WP_010902878.1,VNG_RS04750,VNG1214H,1131,914979,916109,protein_coding,hypothetical protein
WP_010902879.1,VNG_RS04760,VNG1215G,483,916393,916875,protein_coding,GT family N-acetyltransferase
WP_010902880.1,VNG_RS04765,VNG1216G,1197,916872,918068,protein_coding,phosphoglycerate kise
WP_010902881.1,VNG_RS04770,VNG1218C,717,918171,918887,protein_coding,CBS domain-containing protein
WP_012289294.1,VNG_RS04775,VNG1219G,678,918919,919596,protein_coding,uridine kise
WP_010902883.1,VNG_RS04780,VNG1220H,324,919654,919977,protein_coding,hypothetical protein
WP_010902884.1,VNG_RS04790,VNG1224G,1194,920669,921862,protein_coding,cell division control protein Cdc6
WP_010902885.1,VNG_RS04795,VNG1227H,762,922015,922776,protein_coding,DUF2064 domain-containing protein
WP_010902886.1,VNG_RS04800,VNG1226H,201,922865,923065,protein_coding,hypothetical protein
WP_010902887.1,VNG_RS04805,VNG1228C,633,923079,923711,protein_coding,uracil-D glycosylase
WP_010902888.1,VNG_RS04810,VNG1229H,207,923886,924092,protein_coding,hypothetical protein
WP_010902889.1,VNG_RS04815,VNG1230G,1185,924127,925311,protein_coding,chorismate synthase
WP_012289296.1,VNG_RS04820,VNG1232G,1293,925560,926852,protein_coding,3-phosphoshikimate 1-carboxyvinyltransferase
WP_010902891.1,VNG_RS04825,VNG1233G,1176,926974,928149,protein_coding,aminopeptidase P family protein
WP_010902892.1,VNG_RS04830,VNG1234C,1371,928165,929535,protein_coding,PAS domain S-box protein
WP_010902893.1,VNG_RS04835,VNG1235C,738,929643,930380,protein_coding,prephete dehydrogese/arogete dehydrogese family protein
WP_010902894.1,VNG_RS04840,VNG1236C,1392,930370,931761,protein_coding,class I SAM-dependent methyltransferase
WP_010902895.1,VNG_RS04845,VNG1237C,483,931821,932303,protein_coding,Lrp/AsnC family transcriptiol regulator
WP_081422751.1,VNG_RS13325,,465,932411,932875,protein_coding,hypothetical protein
WP_010902898.1,VNG_RS04855,VNG1240G,2187,932862,935048,protein_coding,amino acid permease
WP_010902899.1,VNG_RS04860,VNG1241G,777,935124,935900,protein_coding,5'/3'-nucleotidase SurE
WP_049892504.1,VNG_RS04865,,201,935907,936107,protein_coding,hypothetical protein
WP_012289297.1,VNG_RS04870,VNG1244C,330,936143,936472,protein_coding,chorismate mutase
WP_010902901.1,VNG_RS04875,VNG1245C,855,936406,937260,protein_coding,shikimate kise
WP_010902902.1,VNG_RS04880,VNG1246H,429,937348,937776,protein_coding,hypothetical protein
WP_010902903.1,VNG_RS04890,VNG1247G,660,937934,938593,protein_coding,ABC transporter ATP-binding protein
WP_010902904.1,VNG_RS04895,VNG1249C,1071,938596,939666,protein_coding,ABC transporter
WP_010902905.1,VNG_RS04900,VNG1250H,1092,939667,940758,protein_coding,hypothetical protein
WP_010902906.1,VNG_RS04905,VNG1251G,2841,940842,943682,protein_coding,helicase
WP_010902907.1,VNG_RS04910,VNG1252G,744,943743,944486,protein_coding,phosphoesterase
WP_010902908.1,VNG_RS04915,VNG1253C,1398,944486,945883,protein_coding,hypothetical protein
WP_012289299.1,VNG_RS04920,VNG1255C,1272,945880,947151,protein_coding,replication protein A
WP_010902910.1,VNG_RS04925,VNG1256G,663,947257,947919,protein_coding,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"
WP_010902911.1,VNG_RS04930,VNG1257H,285,947927,948211,protein_coding,hypothetical protein
WP_010902912.1,VNG_RS04935,VNG1259G,1089,948260,949348,protein_coding,thioredoxin reductase
WP_010902913.1,VNG_RS04940,VNG1260C,285,949462,949746,protein_coding,DUF357 domain-containing protein
WP_010902914.1,VNG_RS04945,VNG1261H,183,949891,950073,protein_coding,hypothetical protein
WP_010902915.1,VNG_RS04950,VNG1262G,399,950078,950476,protein_coding,translation initiation factor 2 subunit beta
WP_010902916.1,VNG_RS04955,VNG1263C,243,950618,950860,protein_coding,hypothetical protein
WP_010902917.1,VNG_RS04960,VNG1264C,384,950936,951319,protein_coding,DUF555 domain-containing protein
WP_010902918.1,VNG_RS04965,VNG1266G,906,951404,952309,protein_coding,D-3-methyladenine glycosylase 2 family protein
WP_010902919.1,VNG_RS04970,VNG1268H,894,952374,953267,protein_coding,hypothetical protein
WP_010902920.1,VNG_RS13335,VNG1270H,801,953515,954315,protein_coding,hypothetical protein
WP_010902921.1,VNG_RS04975,VNG1271H,510,954746,955255,protein_coding,hypothetical protein
WP_012289301.1,VNG_RS04980,VNG1272C,1437,955446,956882,protein_coding,bifunctiol ADP-dependent D(P)H-hydrate dehydratase/D(P)H-hydrate epimerase
WP_010902923.1,VNG_RS04985,VNG1273G,492,956875,957366,protein_coding,cyclic pyranopterin monophosphate synthase MoaC
WP_010902924.1,VNG_RS04990,VNG1275G,1308,957376,958683,protein_coding,GTPase HflX
WP_010902925.1,VNG_RS04995,VNG1276C,726,958732,959457,protein_coding,ribosome assembly factor SBDS
WP_010902926.1,VNG_RS05000,VNG1279H,495,959518,960012,protein_coding,ribonuclease P
WP_010902927.1,VNG_RS05005,VNG1280C,603,960009,960611,protein_coding,class I SAM-dependent methyltransferase
WP_012289302.1,VNG_RS05010,,699,960595,961293,protein_coding,ribonuclease P
WP_010902929.1,VNG_RS05015,VNG1282G,669,961406,962074,protein_coding,TrkA family potassium uptake protein
WP_010902930.1,VNG_RS05020,VNG1283H,201,962119,962319,protein_coding,hypothetical protein
WP_010902931.1,VNG_RS05025,VNG1284G,1614,962319,963932,protein_coding,TrkH family potassium uptake protein
WP_010902932.1,VNG_RS05030,VNG1285G,762,964009,964770,protein_coding,HTH domain-containing protein
WP_010902933.1,VNG_RS05035,VNG1287C,423,964835,965257,protein_coding,hypothetical protein
WP_010902934.1,VNG_RS05040,VNG1289H,216,965294,965509,protein_coding,hypothetical protein
WP_010902935.1,VNG_RS05045,VNG1291H,828,965562,966389,protein_coding,hypothetical protein
WP_010902937.1,VNG_RS05050,VNG1294G,912,966623,967534,protein_coding,peptidylprolyl isomerase
WP_010902938.1,VNG_RS05055,VNG1295H,192,967595,967786,protein_coding,hypothetical protein
WP_010902939.1,VNG_RS05060,VNG1296C,612,967899,968510,protein_coding,class IV adenylate cyclase
WP_010902940.1,VNG_RS05065,VNG1297C,1227,968577,969803,protein_coding,S-adenosylmethionine synthetase
WP_010902941.1,VNG_RS05070,VNG1299C,1179,969880,971058,protein_coding,tR 4-thiouridine(8) synthase ThiI
WP_012289303.1,VNG_RS05075,,453,971055,971507,protein_coding,hypothetical protein
WP_010902943.1,VNG_RS05080,VNG1301G,984,971521,972504,protein_coding,cysteine synthase
WP_010902944.1,VNG_RS05085,VNG1302H,351,972633,972983,protein_coding,thioredoxin
WP_012289305.1,VNG_RS05090,VNG1303C,2166,972973,975138,protein_coding,thioredoxin domain-containing protein
WP_010902946.1,VNG_RS05095,VNG1305G,1293,975273,976565,protein_coding,phosphoribosylamine--glycine ligase
WP_010902947.1,VNG_RS05100,VNG1306G,1848,976559,978406,protein_coding,FAD-binding protein
WP_010902948.1,VNG_RS05105,VNG1308G,879,978413,979291,protein_coding,succite dehydrogese/fumarate reductase iron-sulfur subunit
WP_010902949.1,VNG_RS05110,VNG1309G,363,979298,979660,protein_coding,succite dehydrogese
WP_012289306.1,VNG_RS05115,VNG1310G,393,979662,980054,protein_coding,succite dehydrogese
WP_010902951.1,VNG_RS05120,VNG1311G,576,980201,980776,protein_coding,D-3-methyladenine glycosylase 2 family protein
WP_010902952.1,VNG_RS05125,VNG1313G,1980,980918,982897,protein_coding,3-hydroxyacyl-CoA dehydrogese
WP_010902953.1,VNG_RS05135,VNG1314H,222,983197,983418,protein_coding,hypothetical protein
WP_012289307.1,VNG_RS05140,VNG1315H,414,983405,983818,protein_coding,hypothetical protein
WP_010902955.1,VNG_RS13340,VNG1317H,198,983914,984111,protein_coding,hypothetical protein
WP_010902956.1,VNG_RS05145,VNG1318H,342,984228,984569,protein_coding,hypothetical protein
WP_010902957.1,VNG_RS05150,VNG1319H,1686,984584,986269,protein_coding,hypothetical protein
WP_010902958.1,VNG_RS05155,VNG1320G,1158,986348,987505,protein_coding,hypothetical protein
WP_010902959.1,VNG_RS05160,VNG1323C,2448,987502,989949,protein_coding,PKD domain-containing protein
WP_010902960.1,VNG_RS05165,VNG1324C,435,989961,990395,protein_coding,GtrA family protein
WP_012289309.1,VNG_RS05175,VNG1325C,744,990944,991687,protein_coding,thymidylate synthase (FAD)
WP_012289310.1,VNG_RS05180,VNG1326H,339,991773,992111,protein_coding,cupin domain-containing protein
WP_010902963.1,VNG_RS05185,VNG1327G,579,992165,992743,protein_coding,MBL fold metallo-hydrolase
WP_010902964.1,VNG_RS05190,VNG1329H,270,992751,993020,protein_coding,hypothetical protein
WP_010902965.1,VNG_RS05195,VNG1330H,477,993093,993569,protein_coding,hypothetical protein
WP_010902966.1,VNG_RS05200,VNG1332G,603,993598,994200,protein_coding,superoxide dismutase
WP_012289312.1,VNG_RS05205,VNG1335G,1446,994265,995710,protein_coding,deoxyribodipyrimidine photo-lyase
WP_010902968.1,VNG_RS05210,VNG1336C,456,995751,996206,protein_coding,esterase
WP_010902969.1,VNG_RS05215,VNG1337C,1359,996308,997666,protein_coding,hypothetical protein
WP_010902970.1,VNG_RS05220,VNG1339C,1566,997742,999307,protein_coding,long-chain fatty acid--CoA ligase
WP_010902971.1,VNG_RS05225,VNG1340C,906,999323,1000228,protein_coding,MBL fold metallo-hydrolase
WP_010902972.1,VNG_RS05230,VNG1341G,768,1000227,1000994,protein_coding,D(P)-dependent oxidoreductase
WP_010902973.1,VNG_RS05235,VNG1342G,1017,1000991,1002007,protein_coding,TIGR04024 family LLM class F420-dependent oxidoreductase
WP_010902974.1,VNG_RS05240,VNG1343C,678,1002024,1002701,protein_coding,DUF115 domain-containing protein
WP_012289314.1,VNG_RS05245,VNG1344G,1119,1002833,1003951,protein_coding,dihydropteroate synthase
WP_010902976.1,VNG_RS05250,VNG1345H,570,1004042,1004611,protein_coding,hypothetical protein
WP_012289315.1,VNG_RS05255,VNG1347C,726,1004604,1005329,protein_coding,R methyltransferase
WP_010902978.1,VNG_RS05260,VNG1349C,462,1005333,1005794,protein_coding,acyl dehydratase
WP_010902979.1,VNG_RS05265,VNG1350C,942,1005848,1006789,protein_coding,EamA family transporter
WP_010902980.1,VNG_RS05270,VNG1351G,486,1006932,1007417,protein_coding,Lrp/AsnC family transcriptiol regulator
WP_010902981.1,VNG_RS05275,VNG1352G,1869,1007425,1009293,protein_coding,Glu-tR(Gln) amidotransferase GatDE subunit E
WP_010902982.1,VNG_RS05280,VNG1353C,1545,1009330,1010874,protein_coding,membrane protein
WP_010902983.1,VNG_RS05285,VNG1355H,480,1010871,1011350,protein_coding,membrane protein
WP_010902984.1,VNG_RS05290,VNG1356G,1413,1011395,1012807,protein_coding,class II fumarate hydratase
WP_010902985.1,VNG_RS05295,VNG1357C,249,1013011,1013259,protein_coding,BolA family transcriptiol regulator
WP_010902986.1,VNG_RS05300,VNG1359G,984,1013308,1014291,protein_coding,endonuclease
WP_012289316.1,VNG_RS05305,VNG1360H,582,1014340,1014921,protein_coding,N-acetyltransferase
WP_010902988.1,VNG_RS05310,VNG1362H,402,1015011,1015412,protein_coding,DUF3054 domain-containing protein
WP_010902989.1,VNG_RS05315,VNG1364G,987,1015496,1016482,protein_coding,ornithine cyclodeamise
WP_010902990.1,VNG_RS05320,VNG1365C,957,1016483,1017439,protein_coding,hypothetical protein
WP_010902991.1,VNG_RS05325,VNG1366H,228,1017495,1017722,protein_coding,H/ACA R-protein complex protein Gar1
WP_010902992.1,VNG_RS05330,VNG1367G,279,1017722,1018000,protein_coding,sigl recognition particle
WP_010902993.1,VNG_RS05335,VNG1369G,1110,1018040,1019149,protein_coding,cobalamin-binding protein
WP_010902994.1,VNG_RS05340,VNG1370G,1110,1019209,1020318,protein_coding,cobalamin import system permease BtuC
WP_010902995.1,VNG_RS05345,VNG1371G,1197,1020315,1021511,protein_coding,iron ABC transporter
