"query","NOGs","COG_category","HMM_description"
"WP_010903010.1","COG1624@NOG","S","DisA bacterial checkpoint controller nucleotide-binding"
"WP_010903011.1","COG1405@NOG","K","Transcription factor TFIIB"
"WP_010903012.1","COG1019@NOG","H","phosphopantetheine adenylyltransferase (EC 2.7.7.3)"
"WP_010903013.1","0YSXN@NOG","K","transcriptional regulator trmb"
"WP_010903014.1","COG0840@NOG","N","methyl-accepting chemotaxis sensory transducer with Pas Pac sensor"
"WP_010903015.1","COG2170@NOG","H","ATP-dependent carboxylate-amine ligase (By similarity)"
"WP_010903016.1","COG0454@NOG","K","GCN5-related N-acetyltransferase"
"WP_010903017.1","COG1547@NOG","S","Domain of unknown function (DUF309)"
"WP_010903018.1","COG1860@NOG","S","UPF0179 protein"
"WP_010903019.1","0YQSW@NOG",NA,NA
"WP_010903020.1","COG1733@NOG","K","Transcriptional regulator, HxlR family"
"WP_010903021.1","COG0229@NOG","O","Reductase"
"WP_010903023.1","COG0824@NOG","S","Thioesterase superfamily protein"
"WP_010903024.1","COG0737@NOG","F","5'-nucleotidase"
"WP_010903025.1","COG1967@NOG","S","Membrane protein of unknown function DUF63"
"WP_010903030.1","COG0190@NOG","H","Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)"
"WP_010903032.1","COG1073@NOG","S","Inherit from COG: Hydrolase"
"WP_010903033.1","110S9@NOG",NA,NA
"WP_010903034.1","COG3342@NOG","S","Putative peptidoglycan binding domain"
"WP_010903036.1","0Y293@NOG","S","Inherit from NOG: Domain of unknown function (DUF1508)"
"WP_010903037.1","COG1695@NOG","K","Transcriptional regulator"
"WP_010903038.1","111IP@NOG",NA,NA
"WP_010903039.1","COG0628@NOG","S","HTR-like protein"
"WP_010903040.1","COG0391@NOG","H","Catalyzes the transfer of the 2-phospholactate moiety from lactyl (2) diphospho-(5')guanosine (LPPG) to 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO) with the formation of the L- lactyl phosphodiester of 7,8-didemethyl-8-hydroxy-5- deazariboflavin (F420-0) and GMP (By similarity)"
"WP_010903042.1","COG1899@NOG","O","Deoxyhypusine synthase"
"WP_010903043.1","COG1383@NOG","J","30S ribosomal protein S17e"
"WP_010903044.1","COG0136@NOG","E","aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"WP_010903046.1","COG0640@NOG","K","arsR family transcriptional regulator"
"WP_010903047.1","0YYK9@NOG",NA,NA
"WP_010903048.1","COG0840@NOG","T","transducer"
"WP_010903049.1","COG0141@NOG","E","Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)"
"WP_010903051.1","0YICZ@NOG","S","Membrane-bound metal-dependent hydrolase"
"WP_010903052.1","0YXPZ@NOG","K","Inherit from NOG: acetyltransferase"
"WP_010903054.1","COG1378@NOG","K","transcriptional regulator trmb"
"WP_010903055.1","COG1184@NOG","J","Initiation factor"
"WP_010903057.1","COG1690@NOG","S","Pfam:UPF0027"
"WP_010903058.1","0XXT8@NOG","S","DoxX family"
"WP_010903061.1","COG1562@NOG","I","Phytoene synthase"
"WP_010903064.1","COG0464@NOG","O","AAA family ATPase, CDC48 subfamily"
"WP_010903065.1","12AWV@NOG","S","Bacterio-opsin linked product"
"WP_010903066.1","COG2203@NOG","T","bacterio-opsin activator"
"WP_010903069.1","COG5524@NOG","S","bacteriorhodopsin"
"WP_010903072.1","COG1711@NOG",NA,NA
"WP_010903073.1","COG0464@NOG","O","AAA family ATPase, CDC48 subfamily"
"WP_010903074.1","0ZFBI@NOG",NA,NA
"WP_010903076.1","COG1361@NOG","M","CARDB"
"WP_010903077.1","COG1033@NOG","S","Sterol-sensing domain of SREBP cleavage-activation"
"WP_010903078.1","COG0413@NOG","H","Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is tranferred onto alpha-ketoisovalerate to form ketopantoate (By similarity)"
"WP_010903081.1","COG1045@NOG","E","serine O-acetyltransferase (EC 2.3.1.30)"
"WP_010903082.1","COG1960@NOG","I","Acyl-coA dehydrogenase"
"WP_010903083.1","COG1813@NOG","K","DNA binding domain-containing protein"
"WP_010903086.1","COG3467@NOG","S","pyridoxamine 5'-phosphate oxidase-related FMN-binding"
"WP_010903087.1","COG3413@NOG","K","Bacterio-opsin activator HTH domain protein"
"WP_010903088.1","0Z3NI@NOG","K","IclR helix-turn-helix domain"
"WP_010903089.1","COG2322@NOG","S","Protein of unknown function (DUF420)"
"WP_010903090.1","COG0034@NOG","F","Glutamine phosphoribosylpyrophosphate amidotransferase"
"WP_010903091.1","COG2126@NOG","J","Binds to the 23S rRNA (By similarity)"
"WP_010903093.1","COG1363@NOG","G","peptidase M42 family protein"
"WP_010903094.1","COG5282@NOG","S","Uncharacterised conserved protein (DUF2342)"
"WP_010903097.1","COG1234@NOG","S","beta-lactamase domain protein"
"WP_010903098.1","COG0840@NOG","N","transducer"
"WP_010903099.1","COG1537@NOG","S","May function in recognizing stalled ribosomes, interact with stem-loop structures in stalled mRNA molecules, and effect endonucleolytic cleavage of the mRNA. May play a role in the release non-functional ribosomes and degradation of damaged mRNAs. Has endoribonuclease activity (By similarity)"
"WP_010903100.1","COG1293@NOG","K","Fibronectin-binding A domain protein"
"WP_010903101.1","COG1243@NOG","K","histone acetyltransferase, ELP3 family"
"WP_010903104.1","COG2881@NOG","S","Yip1 domain"
"WP_010903105.1","COG1435@NOG","F","thymidine kinase (EC 2.7.1.21)"
"WP_010903106.1","COG0589@NOG","T","UspA domain protein"
"WP_010903108.1","COG1194@NOG","L","HhH-GPD family"
"WP_010903109.1","COG0840@NOG","N","transducer"
"WP_010903110.1","COG0160@NOG","E","Aminotransferase"
"WP_010903111.1","COG3174@NOG","P","Magnesium transporter accessory protein"
"WP_010903112.1","COG0733@NOG","P","Transporter"
"WP_010903113.1","COG0733@NOG","P","Transporter"
"WP_010903114.1","COG4799@NOG","I","propionyl-CoA carboxylase"
"WP_010903115.1","0Z289@NOG",NA,NA
"WP_010903116.1","COG4770@NOG","I","synthase L chain"
"WP_010903117.1","0YB21@NOG",NA,NA
"WP_010903120.1","COG0589@NOG","T","UspA domain protein"
"WP_010903121.1","COG1078@NOG","S","Metal dependent phosphohydrolase"
"WP_010903122.1","11120@NOG",NA,NA
"WP_010903123.1","COG1028@NOG","I","Short-chain dehydrogenase reductase SDR"
"WP_010903125.1","COG0074@NOG","C","Succinyl-CoA ligase ADP-forming subunit alpha"
"WP_010903126.1","COG0863@NOG","L","DNA methylase N-4 N-6 domain protein"
"WP_010903127.1","COG0038@NOG COG0517@NOG","P","Voltage gated chloride channel"
"WP_010903129.1","COG0695@NOG","O","Glutaredoxin"
"WP_010903130.1","COG1497@NOG","K","regulator"
"WP_010903131.1","COG2242@NOG","H","precorrin-6y c5,15-methyltransferase (decarboxylating), cbit subunit"
"WP_010903132.1","COG2243@NOG","H","cobalt-precorrin-2 C(20)-methyltransferase"
"WP_010903133.1","COG2875@NOG","H","precorrin-4 C11-methyltransferase (EC 2.1.1.133)"
"WP_010903134.1","COG2073@NOG","H","cobalamin biosynthesis protein cbig"
"WP_010903135.1","COG1010@NOG","H","ec 2.1.1.131"
"WP_010903136.1","COG1010@NOG","H","precorrin-3B C17-methyltransferase"
"WP_010903137.1","COG1141@NOG","C","Inherit from arCOG: Ferredoxin"
"WP_010903138.1","10ZPR@NOG","S","cobalamin operon protein"
"WP_010903140.1","11TR6@NOG","S","Protein of unknown function (DUF3209)"
"WP_010903141.1","111QM@NOG","S","Tup1 like transcriptional repressor"
"WP_010903142.1","COG1239@NOG COG1240@NOG","H","magnesium chelatase"
"WP_010903144.1","COG2082@NOG","H","precorrin-8x methylmutase"
"WP_010903145.1","COG2241@NOG","H","Cobalt-precorrin-6Y C(5)-methyltransferase"
"WP_010903146.1","COG2138@NOG","P","CbiX"
"WP_010903149.1","COG2109@NOG","H","ATP corrinoid adenosyltransferase BtuR CobO CobP"
"WP_010903150.1","COG1492@NOG","H","Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation (By similarity)"
"WP_010903152.1","COG1270@NOG","H","Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group (By similarity)"
"WP_010903154.1","COG2266@NOG","H","GTP adenosylcobinamide-phosphate guanylyltransferase"
"WP_010903155.1","COG0079@NOG","E","L-threonine-O-3-phosphate decarboxylase"
"WP_010903156.1","COG1865@NOG","H","adenosylcobinamide amidohydrolase"
"WP_010903157.1","COG1479@NOG","S","Protein of unknown function DUF262"
"WP_010903158.1","11J3K@NOG","L","Transposase"
"WP_010903159.1","110F7@NOG",NA,NA
"WP_010903162.1","COG0555@NOG","P","transport system permease"
"WP_010903163.1","COG0725@NOG","P","Extracellular solute-binding protein family 1"
"WP_010903164.1","COG1356@NOG","K","Transcriptional regulator"
"WP_010903165.1","COG1003@NOG","E","glycine dehydrogenase subunit 2 (EC 1.4.4.2)"
"WP_010903166.1","COG0403@NOG","E","glycine dehydrogenase subunit 1 (EC 1.4.4.2)"
"WP_010903167.1","COG0509@NOG","E","The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein (By similarity)"
"WP_010903168.1","COG0404@NOG","E","The glycine cleavage system catalyzes the degradation of glycine (By similarity)"
"WP_010903169.1","COG1776@NOG","N","CheC, inhibitor of MCP methylation"
"WP_010903171.1","COG2013@NOG","S","Pfam:DUF124"
"WP_010903172.1","COG1831@NOG","S","TatD-related deoxyribonuclease"
"WP_010903173.1","COG4749@NOG","S","Uncharacterized protein conserved in archaea (DUF2150)"
"WP_010903175.1","COG3425@NOG","I","Hydroxymethylglutaryl-CoA synthase"
"WP_010903176.1","COG0431@NOG","S","NADPH-dependent FMN reductase"
"WP_010903178.1","COG0454@NOG","K","Acetyltransferase (GNAT) family"
"WP_010903179.1","110KE@NOG",NA,NA
"WP_010903180.1","COG3467@NOG","L","Inherit from COG: Transposase, IS605 orfB"
"WP_010903182.1","COG1612@NOG","C","cytochrome oxidase assembly"
"WP_010903183.1","COG0280@NOG COG0281@NOG","C","malic enzyme (EC 1.1.1.40"
"WP_010903184.1","110DB@NOG",NA,NA
"WP_010903186.1","COG0667@NOG","C","aldo keto reductase"
"WP_010903187.1","111JW@NOG",NA,NA
"WP_010903188.1","COG1122@NOG","P","ATP-binding protein"
"WP_010903189.1","COG0619@NOG","P","Cobalt transport protein"
"WP_010903190.1","COG1930@NOG","P","Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import (By similarity)"
"WP_010903191.1","COG0310@NOG","P","Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import (By similarity)"
"WP_010903192.1","COG3794@NOG","C","halocyanin-like protein"
"WP_010903193.1","0YAY2@NOG","M","Inherit from COG: Polysaccharide biosynthesis protein"
"WP_010903194.1","0YRH1@NOG",NA,NA
"WP_010903195.1","COG0398@NOG","S","SNARE associated Golgi"
"WP_010903197.1","COG0209@NOG","F","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"
"WP_010903199.1","COG0512@NOG","E","anthranilate synthase"
"WP_010903200.1","COG0147@NOG","E","anthranilate synthase component I"
"WP_010903201.1","COG0135@NOG","E","N-(5'phosphoribosyl)anthranilate isomerase"
"WP_010903202.1","COG0547@NOG","E","anthranilate phosphoribosyltransferase (EC 2.4.2.18)"
"WP_010903203.1","0YTZS@NOG",NA,NA
"WP_010903204.1","COG3385@NOG","L","Transposase"
"WP_010903205.1","COG0464@NOG","O","AAA domain (Cdc48 subfamily)"
"WP_010903206.1","0Y8CE@NOG",NA,NA
"WP_010903207.1","COG4885@NOG",NA,NA
"WP_010903208.1","1119F@NOG",NA,NA
"WP_010903209.1","COG0589@NOG","T","stress response protein"
"WP_010903210.1","0ZVX7@NOG","N","Methyl-accepting chemotaxis protein (MCP) signalling domain"
"WP_010903211.1","COG5524@NOG","S","Bac_rhodopsin"
"WP_010903212.1","COG0517@NOG","S","CBS domain containing membrane protein"
"WP_010903213.1","0Z3XK@NOG",NA,NA
"WP_010903214.1","COG0468@NOG","L","Involved in DNA repair and in homologous recombination. May regulate the cleavage reactions of the branch-structured DNA. Has a very weak ATPase activity that is not stimulated by DNA. Binds DNA but does not promote DNA strands exchange (By similarity)"
"WP_010903215.1","COG1091@NOG","M","dTDP-4-dehydrorhamnose reductase"
"WP_010903216.1","COG0464@NOG","O","AAA family ATPase, CDC48 subfamily"
"WP_010903217.1","COG2007@NOG","J","30S ribosomal protein S8e"
"WP_010903218.1","COG3612@NOG","S","Uncharacterized protein conserved in archaea (DUF2240)"
"WP_010903219.1","0YTTC@NOG",NA,NA
"WP_010903220.1","COG0284@NOG","F","OMP decarboxylase"
"WP_010903222.1","COG2214@NOG","O","Heat shock protein DnaJ domain protein"
"WP_010903223.1","COG1011@NOG","S","HAD-superfamily hydrolase, subfamily IA, variant 1"
"WP_010903224.1","COG5258@NOG","S","protein synthesis factor GTP-binding"
"WP_010903226.1","0YPZH@NOG",NA,NA
"WP_010903227.1","COG1562@NOG","I","Phytoene synthase"
"WP_010903228.1","COG2324@NOG","S","Carotene biosynthesis associated membrane protein"
"WP_010903229.1","COG0382@NOG","H","Prenyltransferase"
"WP_010903230.1","COG1233@NOG","Q","Phytoene desaturase"
"WP_010903231.1","COG3252@NOG","H","Catalyzes the hydrolysis of methenyl-H(4)MPT( ) to 5- formyl-H(4)MPT (By similarity)"
"WP_010903232.1","COG0477@NOG","G","Major Facilitator Superfamily"
"WP_010903233.1","COG2106@NOG","S","Pfam:DUF171"
"WP_010903234.1","COG0087@NOG","J","One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)"
"WP_010903235.1","COG0088@NOG","J","One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)"
"WP_010903236.1","COG0089@NOG","J","Binds to 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome (By similarity)"
"WP_010903237.1","COG0090@NOG","J","One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"
"WP_010903238.1","COG0185@NOG","J","Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA (By similarity)"
"WP_010903239.1","COG0091@NOG","J","The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome (By similarity)"
"WP_010903240.1","COG0092@NOG","J","Binds the lower part of the 30S subunit head (By similarity)"
"WP_010903241.1","COG0255@NOG","J","50S ribosomal protein L29P"
"WP_010903242.1","COG1588@NOG","J","Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
"WP_010903243.1","COG0186@NOG","J","One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA (By similarity)"
"WP_010903244.1","COG0093@NOG","J","Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome (By similarity)"
"WP_010903245.1","COG0198@NOG","J","Located at the polypeptide exit tunnel on the outside of the subunit (By similarity)"
"WP_010903246.1","COG1471@NOG","J","30S ribosomal protein S4E"
"WP_010903247.1","COG0094@NOG","J","This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"
"WP_010903248.1","COG0199@NOG","J","Binds 16S rRNA, required for the assembly of 30S particles (By similarity)"
"WP_010903249.1","COG0096@NOG","J","One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit (By similarity)"
"WP_010903250.1","COG0097@NOG","J","This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center"
"WP_010903251.1","COG0468@NOG COG1717@NOG","J","50S ribosomal protein L32e"
"WP_010903252.1","COG2147@NOG","J","Binds to the 23S rRNA (By similarity)"
"WP_010903253.1","COG0256@NOG","J","This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance (By similarity)"
"WP_010903254.1","COG0098@NOG","J","With S4 and S12 plays an important role in translational accuracy (By similarity)"
"WP_010903255.1","COG1841@NOG","J","50S ribosomal protein L30P"
"WP_010903256.1","COG0200@NOG","J","Binds to the 23S rRNA (By similarity)"
"WP_010903257.1","COG0201@NOG","U","The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)"
"WP_010903258.1","11HND@NOG","P","Ferrichrome-binding protein"
"WP_010903259.1","COG0168@NOG","P","TRK potassium uptake system protein"
"WP_010903260.1","0YJM3@NOG",NA,NA
"WP_010903261.1","COG0563@NOG","F","Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism (By similarity)"
