"query","NOGs","COG_category","HMM_description"
"NP_010279.3","115PP@NOG","K","Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)"
"NP_010280.1","COG0355@NOG","C","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP turnover in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and of the central stalk which is part of the complex rotary element. Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits"
"NP_010281.1","0XRB4@NOG","D","Conserved region of Rad21 / Rec8 like protein"
"NP_010282.3","COG5648@NOG","K","HMG (high mobility group) box"
"NP_010283.3","COG1723@NOG","S","Uncharacterised ACR, YagE family COG1723"
"NP_010284.1","COG1626@NOG","G","alpha,alpha-trehalase activity"
"NP_010285.1","COG5171@NOG","U","Ran-binding protein 1"
"NP_010286.3","12CQ7@NOG","U","Chitin synthesis regulation, resistance to Congo red"
"NP_010287.1","COG0468@NOG","L","DNA repair protein RAD57"
"NP_010288.1","COG5046@NOG","K","Mediator of diverse signals that repress RNA polymerase III transcription. Inhibits the de novo assembly of TFIIIB onto DNA"
"NP_010289.3","0ZDEH@NOG","T","T-complex protein 11"
"NP_010290.3","COG0135@NOG","E","N-(5'-phosphoribosyl)-anthranilate isomerase"
"NP_010292.1","COG0153@NOG","G","galactokinase activity"
"NP_010294.1","COG0842@NOG COG1131@NOG","Q","CDR ABC transporter"
"NP_010295.3","COG0088@NOG","J","Ribosomal protein L4"
"NP_010296.3","COG5230@NOG","L","plays an essential role in the initiation of DNA replication by"
"NP_010297.1","115R0@NOG",NA,NA
"NP_010299.3","128Z8@NOG","D","Component of the DASH complex, a microtubule-binding subcomplex of the outer kinetochore that is essential for proper chromosome segregation. The DASH complex mediates the formation and maintenance of bipolar kinetochore-microtubule attachments by forming closed rings around spindle microtubules and establishing interactions with proteins from the central kinetochore"
"NP_010300.3","0XSMY@NOG","I, K, T","Inositol polyphosphate kinase"
"NP_010301.1","COG0204@NOG","I","Acyltransferase"
"NP_010302.1","COG0404@NOG","E","The glycine cleavage system catalyzes the degradation of glycine (By similarity)"
"NP_010303.3","COG0572@NOG","T, Z","Phosphoribulokinase / Uridine kinase family"
"NP_010304.3","COG0513@NOG","A","ATP-dependent RNA helicase involved in 40S ribosomal subunit biogenesis. Required for the processing and cleavage of 35S pre-rRNA at sites A0, A1, and A2, leading to mature 18S rRNA (By similarity)"
"NP_010305.1","1169G@NOG","Z","Plays a role in starvation-induced autophagy. Involved in mitophagy. Functions with ATG17 and ATG29 at the preautophagosomal structure (PAS) in order to form normal autophagosomes under starvation conditions. May be involved in microtubule function, such as chromosome segregation and karyogamy"
"NP_010306.1","COG0172@NOG","J","Seryl-tRNA synthetase N-terminal domain"
"NP_010308.3","COG0186@NOG","J","ribosomal protein S11"
"NP_010309.3","COG5147@NOG","K","DNA-binding protein that recognizes sites within both the enhancer and the promoter of rRNA transcription, as well as upstream of many genes transcribed by RNA polymerase II. It is essential for cell growth. May stimulate or inhibit transcription. Specifically recognizes the sequence 5'-CCGGGTA-3' or 5'-CGGGTRR- 3' (where R is any purine)"
"NP_010310.1","0XQ3K@NOG","U","Inherit from ascNOG: GARP complex component"
"NP_010311.1","0XQ22@NOG","S","Fungal protein of unknown function (DUF1752)"
"NP_010313.3","0Z0MQ@NOG","K, L","Protein involved in DNA repair, related to the human CSA protein"
"NP_010314.4","12DBM@NOG",NA,NA
"NP_010315.1","COG0655@NOG","S","NADPH-dependent FMN reductase"
"NP_010316.1","COG5524@NOG","P","ion channel activity"
"NP_010317.3","0XRTB@NOG","K","Fungal Zn(2)-Cys(6) binuclear cluster domain"
"NP_010320.3","COG0722@NOG","E","Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)"
"NP_010321.1","COG1024@NOG","I","Enoyl-CoA hydratase/isomerase family"
"NP_010322.1","COG1190@NOG","J","lysyl-tRNA synthetase"
"NP_010323.3","COG0474@NOG","P","P-type ATPase sodium"
"NP_010324.3","COG0474@NOG","P","P-type ATPase sodium"
"NP_010325.1","COG0474@NOG","P","P-type ATPase sodium"
"NP_010326.1","COG0051@NOG","J","mitochondrial 37S ribosomal protein RSM10"
"NP_010328.3","COG5048@NOG","K","ZnF_C2H2"
"NP_010329.1","COG0408@NOG","H","coproporphyrinogen III oxidase"
"NP_010330.1","COG1594@NOG","K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)"
"NP_010331.3","COG0833@NOG","E","amino acid transmembrane transporter activity"
"NP_010332.3","COG0407@NOG","H","Uroporphyrinogen decarboxylase"
"NP_010334.1","0XQAG@NOG","S","Inherit from ascNOG: C2H2 finger and ankyrin domain protein"
"NP_010335.1","COG0149@NOG","G","Triose-phosphate isomerase"
"NP_010336.3","0YY6G@NOG","G","Pfam:PGAM"
"NP_010337.3","COG5067@NOG","L","ZnF_DBF"
"NP_010339.1","COG5078@NOG","O","ubiquitin-conjugating enzyme (E2)"
"NP_010340.1","11JI6@NOG","S","fungal-type cell wall organization"
"NP_010341.3","11CNM@NOG",NA,NA
"NP_010342.3","0XR8A@NOG","O","Lectin involved in the quality control of the secretory pathway. As a member of the endoplasmic reticulum-associated degradation lumenal (ERAD-L) surveillance system, targets misfolded endoplasmic reticulum lumenal glycoproteins for degradation"
"NP_010343.1","COG1075@NOG","I","Putative serine esterase (DUF676)"
"NP_010344.1","COG5078@NOG","O","ubiquitin-conjugating enzyme"
"NP_010345.3","COG5593@NOG","J","CBF/Mak21 family"
"NP_010346.3","COG1119@NOG","P","ABC transporter"
"NP_010347.1","COG0156@NOG","O","C-palmitoyltransferase activity"
"NP_010348.1","11RK6@NOG","W","Cofilin/tropomyosin-type actin-binding protein"
"NP_010349.3","COG0184@NOG","J","40S ribosomal protein S13"
"NP_010350.3","1156Q@NOG","O","Essential for respiratory growth and required for mitochondrial protein synthesis. Required for vacuolar acidification (By similarity)"
"NP_010351.1","0ZZZC@NOG","K","RNA polymerase II associated protein 2"
"NP_010352.1","COG2365@NOG","V","Tyrosine phosphatase family"
"NP_010353.3","10FD4@NOG","S","BSD domain"
"NP_010354.3","0XP8T@NOG","O","Ubiquitin thioesterase that acts at the late endosome prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole. Removes also ubiquitin from soluble proteins targeted to proteasomes. Is essential to maintain a normal level of free ubiquitin"
"NP_010355.1","119QN@NOG",NA,NA
"NP_010356.1","COG0454@NOG","K","Acetyltransferase (GNAT) family"
"NP_010357.3","0ZJ1V@NOG","I","Inherit from saccNOG: PAP2 superfamily"
"NP_010358.3","113DV@NOG",NA,NA
"NP_010359.1","COG0380@NOG COG1877@NOG","G","Trehalose-phosphatase"
"NP_010360.1","COG0639@NOG","L","Forms the histone H2A phosphatase complex in association with the regulatory subunits PSY2 and PSY4, which dephosphorylates H2AS128ph (gamma-H2A) that has been displaced from sites of DNA lesions in the double-stranded DNA break repair process. Dephosphorylation is necessary for efficient recovery from the DNA damage checkpoint"
"NP_010361.3","COG0467@NOG","L","DNA repair protein"
"NP_010362.3","0YX6C@NOG",NA,NA
"NP_010363.1","11C44@NOG","L","Plays a role in a RAD51 RAD54-dependent homologous recombination repair (HRR) pathway to repair MMS-induced lesions during S-phase. Required for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation (By similarity)"
"NP_010364.1","12AWQ@NOG","S","Inherit from euNOG: mitochondrial cytochrome c oxidase assembly factor"
"NP_010365.3","0XQBC@NOG","U","Region in Clathrin and VPS"
"NP_010366.1","10CDI@NOG","B, D","Pfam:DDE"
"NP_010367.1","11C46@NOG","K","Telomere regulation protein Stn1"
"NP_010368.5","11J8Z@NOG","A","Ribosomal RNA-processing protein 8"
"NP_010369.3","11GAN@NOG","U","Golgi membrane protein involved in vesicular trafficking (By similarity)"
"NP_010370.1","0Y6M1@NOG",NA,NA
"NP_010371.1","11WJ7@NOG","U","Protein transport protein Sec61"
"NP_010372.3","11GJ6@NOG","A","Ribosomal RNA-processing protein 1"
"NP_010373.3","0XPPP@NOG","A","Involved in pre-mRNA splicing (By similarity)"
"NP_010374.1","1278X@NOG","S","Inherit from ascNOG: SPX domain"
"NP_010375.1","11FM2@NOG","S","CTNS"
"NP_010376.3","COG1245@NOG","J","4Fe-4S binding domain"
"NP_010377.3","COG5078@NOG","O","Ubiquitin-conjugating enzyme"
"NP_010378.1","COG0474@NOG","P","Aminophospholipid translocase (Flippase) that localizes primarily to the plasma membrane"
"NP_010381.1","COG5048@NOG","K","jmjN domain"
"NP_010382.3","COG0249@NOG","L","Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair"
"NP_010383.4","COG0278@NOG COG0526@NOG","O","Monothiol glutaredoxin involved in the biogenesis of iron-sulfur clusters (By similarity). Binds one iron-sulfur cluster per dimer. The iron-sulfur cluster is bound between subunits, and is complexed by a bound glutathione and a cysteine residue from each subunit"
"NP_010384.3","COG5040@NOG","D","14-3-3 protein"
"NP_010385.3","11R5T@NOG","U","COPI associated protein"
"NP_010386.1","COG0024@NOG","J","metalloprotease involved in proper assembly of pre-ribosomal particles during the biogenesis of the 60S ribosomal subunit. Accompanies the pre-60S particles to the cytoplasm"
"NP_010388.1","0YZED@NOG","O","Protein kinase Fus3-binding"
"NP_010389.3","11EXY@NOG","T","PH"
"NP_010390.3","0XP7K@NOG","S","Serine incorporator (Serinc)"
"NP_010391.1","0ZR5C@NOG","Z","Actin"
"NP_010392.1","0XPIW@NOG","U","Protein with a role in cellular adhesion and filamentous growth"
"NP_010393.3","0XPCJ@NOG","U","Inherit from ascNOG: transport protein particle"
"NP_010394.3","COG1069@NOG","G","FGGY family of carbohydrate kinases, C-terminal domain"
"NP_010395.1","11DA9@NOG","L","DNA replication fork-blocking protein FOB1"
"NP_010396.1","COG0436@NOG","E","alanine aminotransferase"
"NP_010398.3","11C3B@NOG","D","cell cycle'"
"NP_010400.1","COG0230@NOG","J","ribosomal protein L34"
"NP_010401.1","COG0081@NOG","J","mitochondrial 54S ribosomal protein MRPL1"
"NP_010402.3","0XSAV@NOG","J","Translation initiation factor SUI1"
"NP_010403.3","0XPXK@NOG","D","Inherit from KOG: anaphase promoting complex subunit 4"
"NP_010404.1","0XNQK@NOG","P","Major Facilitator Superfamily"
"NP_010405.3","COG1867@NOG","J","N2,N2-dimethylguanosine tRNA methyltransferase"
"NP_010406.3","11QSW@NOG","L","(DNA polymerase II) participates in chromosomal DNA replication"
"NP_010407.1","0XNQ0@NOG","T","Serine threonine protein kinase involved in regulation of exocytosis"
"NP_010408.1","115PJ@NOG",NA,NA
"NP_010409.3","11YWX@NOG","S","Protein of unknown function (DUF2841)"
"NP_010410.3","COG0596@NOG","S","alpha/beta hydrolase fold"
"NP_010411.1","COG5273@NOG","S","at cysteine residues close to the cytoplasmic end of their transmembrane domain. May have a role in the cellular quality control of transmembrane domain-containing proteins"
"NP_010412.1","COG0128@NOG COG0169@NOG COG0337@NOG COG0703@NOG COG0710@NOG","E","The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis (By similarity)"
"NP_010413.3","0XRYP@NOG","S","RWD"
"NP_010414.3","COG5069@NOG","Z","CH"
"NP_010415.1","1140K@NOG",NA,NA
"NP_010416.1","11BK7@NOG",NA,NA
"NP_010417.3","0YMZ6@NOG","S","BTB"
"NP_010419.3","COG1132@NOG","Q","ABC transporter transmembrane region"
"NP_010421.1","0YBKH@NOG","U","Rgp1"
"NP_010422.1","11DVU@NOG","K","Pfam:HRP1"
"NP_010423.4","COG5272@NOG","O","Ubiquitin-2 like Rad60 SUMO-like"
"NP_010424.3","COG2890@NOG","J","Methyltransferase small domain"
"NP_010425.1","COG5221@NOG","U","Dopey, N-terminal"
"NP_010426.1","0XNVU@NOG","U","establishment of protein localization"
"NP_010427.3","COG5243@NOG","O","RING"
"NP_010428.3","0XNV7@NOG","O","attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor"
"NP_010429.1","COG5624@NOG","K","transcription initiation factor TFIID subunit 12"
"NP_010430.1","COG5048@NOG","K","regulation of transcription involved in G1 phase of mitotic cell cycle"
"NP_010431.3","COG0510@NOG","I","Choline kinase"
"NP_010432.3","COG0508@NOG","C","2-oxoacid dehydrogenases acyltransferase (catalytic domain)"
"NP_010434.1","11MWS@NOG","Z","PH"
"NP_010435.1","COG5063@NOG","S","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"NP_010436.3","0XT0M@NOG","S","RWD domain"
"NP_010437.3","0XSM0@NOG","F","ENTH domain"
"NP_010439.1","COG0652@NOG","O","PPIases accelerate the folding of proteins (By similarity)"
"NP_010440.1","11D7N@NOG","K","Yeast RNA polymerase I subunit RPA14"
"NP_010442.3","COG0136@NOG","E","aspartate-semialdehyde dehydrogenase"
"NP_010443.3","COG5079@NOG","K","Leucine permease transcriptional regulator helical domain"
"NP_010444.1","COG0833@NOG","E","Amino acid permease"
"NP_010445.1","11QHA@NOG","S","Inherit from ascNOG: TPR domain protein"
"NP_010446.3","11J18@NOG","T","Variant SH3 domain"
"NP_010447.3","0Z258@NOG","A","Involved in pre-mRNA splicing"
"NP_010448.1","COG5158@NOG","U","Sec1 family"
"NP_010449.1","11WRP@NOG","A","Required for the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. In the complex, it is required to stabilize and induce conformational change of the catalytic subunit (By similarity)"
"NP_010450.3","0XSY3@NOG","U","Inherit from ascNOG: exocyst complex component Sec5"
"NP_010451.3","COG5162@NOG","K","transcription initiation factor TFIID subunit 10"
"NP_010452.1","0XTCZ@NOG","D","CDC37_C"
"NP_010453.1","11PN2@NOG","S","Putative Sin3 binding protein"
"NP_010454.3","COG5307@NOG","U","Domain of unknown function (DUF1981)"
"NP_010455.1","COG2801@NOG","K","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity)"
"NP_010456.1","COG0071@NOG","O","Hsp20/alpha crystallin family"
"NP_010457.3","COG5256@NOG","J","peptide chain release factor"
"NP_010458.3","11IDA@NOG","I, K, T","Inositol polyphosphate kinase"
"NP_010459.1","COG5648@NOG","K","HMG (high mobility group) box"
"NP_010460.1","0ZX0Y@NOG","J","mitochondrial 37S ribosomal protein RSM24"
"NP_010461.3","0XQUH@NOG","B","Histone acetyltransferases subunit 3"
"NP_010462.3","COG5078@NOG","O","Fungal ubiquitin-associated domain"
"NP_010463.1","11RTW@NOG","C","II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)"
"NP_010464.1","113EB@NOG","O","Component of the COP9 signalosome (CSN) complex that acts as a regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunit of SCF-type E3 ubiquitin-protein ligase complexes. The"
"NP_010465.4","1141J@NOG","S","PXA domain"
"NP_010466.3","0XP32@NOG","D","cell cycle"
"NP_010467.1","0Y7C1@NOG","K","something about silencing protein 4"
"NP_010468.1","0ZM57@NOG","L","Calcineurin-like phosphoesterase"
"NP_010469.3","COG0526@NOG","T","Phosducin"
"NP_010470.1","11C2W@NOG","S","Involved in cation homeostasis and in the regulation of the cation stress signaling cascades (By similarity)"
